vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_name,playlist_id,curator,sequence_position,spotify_id,popularity,extraction_method,search_query,vibe_category_hint
,🥱Midnight Vibes🌓,Atlantis - Sped Up Version,"Seafret, sped up + slowed",From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 13.,,62,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,12,72VBmMUTEVWFcDUVgMbqo0,62,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,another love - sped up + reverb,Tazzy,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 14.,,0,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,13,6ZmxIV4xJjr8TFf5mTEdzc,0,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Daylight,David Kushner,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 15.,,16,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,14,1odExI7RdWc4BT515LTAwj,16,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,luther (with sza),"Kendrick Lamar, SZA",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 1.,,83,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,0,45J4avUb9Ni0bnETYaYFVJ,83,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Chicago Freestyle (feat. Giveon),"Drake, GIVĒON",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 2.,,78,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,1,4wVOKKEHUJxHCFFNUWDn0B,78,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,White Dress,Kanye West,From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 3.,,64,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,2,1gTANFZlqRitzVx7YSenzA,64,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Right My Wrongs,Bryson Tiller,From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 4.,,80,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,3,5rgrBsAFYMun6yhtnLKRPz,80,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,In My Room,Frank Ocean,From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 5.,,69,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,4,4S4Mfvv03M1cHgIOJcbUCL,69,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,ASTROTHUNDER,Travis Scott,From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 6.,,77,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,5,4MXhiYIRDMGAuvZc5IFTwC,77,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Drugs You Should Try It,Travis Scott,From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 7.,,70,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,6,4b7vk8SRcYgnxpk0JOIS7r,70,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,DOWNHILL,"Delivery Boys, Max Gertler, Goldwood, Ygb, LOSTBOYBK",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 8.,,31,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,7,6B034yKk02BV3Jg4s2HwlD,31,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Trust Issues,Drake,From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 9.,,79,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,8,4Wjhj0WjkyECccfHVIgaTq,79,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Different Species (feat. Gunna),"Offset, Gunna",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 10.,,77,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,9,7H5Bv8j9chJ4CWTuoXF4EK,77,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,SAD BABY,Mishaal Tamer,From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 11.,,40,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,10,7p7CqT1c6AWx8baXdO3UYI,40,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 12.,,83,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,11,59nOXPmaKlBfGMDeOVGrIK,83,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Mile High (feat. Travis Scott & Metro Boomin),"James Blake, Travis Scott, Metro Boomin",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 13.,,63,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,12,4cQrSREMqBSvJ8ZzBZjVb8,63,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Still Player,"The Musalini, $moove",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 14.,,28,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,13,2xg4ICqNyHu3SZjUuJjLIk,28,spotify_playlist,midnight music,night_sleep
,LATE NIGHT DRIVES 🖤 - Songs for late night vibes | RnB for drives | rainy drives | late night driving | midnight road trips | chill driving music | summer nights | relaxing rap music | sad rap for drives,Who Do We Think We Are (feat. Rick Ross),"John Legend, Rick Ross",From Spotify playlist: LATE NIGHT DRIVES 🖤 (curated by AZ). Position 15.,,47,high,https://open.spotify.com/playlist/0C4E0G59TOVsRAqXQbt33N,spotify,,,,,,LATE NIGHT DRIVES 🖤,0C4E0G59TOVsRAqXQbt33N,AZ,14,2scd9lw4ljzDwMfG3WW4gD,47,spotify_playlist,midnight music,night_sleep
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Like A G6,"Far East Movement, The Cataracs, DEV",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 1.,,2,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,0,2s5YN9O8Qv25BjQobPHWVZ,2,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Shots,"LMFAO, Lil Jon",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 2.,,71,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,1,1V4jC0vJ5525lEF1bFgPX2,71,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Starships,Nicki Minaj,From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 3.,,78,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,2,2EBCVPNAG46nbgs6jXPGvv,78,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Good Feeling,Flo Rida,From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 4.,,80,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,3,2LEF1A8DOZ9wRYikWgVlZ8,80,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Fireball (feat. John Ryan),"Pitbull, John Ryan",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 5.,,79,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,4,4Y7XAxTANhu3lmnLAzhWJW,79,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Danza Kuduro,"Don Omar, Lucenzo",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 6.,,83,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,5,2a1o6ZejUi8U3wzzOtCOYw,83,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Dynamite,Taio Cruz,From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 7.,,74,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,6,2CEgGE6aESpnmtfiZwYlbV,74,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",TiK ToK,Kesha,From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 8.,,2,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,7,5OMwQFBcte0aWFJFqrr5oj,2,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 9.,,77,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,8,7ks6AZmFcm3Y6PGGxGSmlB,77,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Wake Me Up,Avicii,From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 10.,,85,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,9,0nrRP2bk19rLc0orkWPQk2,85,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Titanium (feat. Sia),"David Guetta, Sia",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 11.,,83,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,10,0TDLuuLlV54CkRRUOahJb4,83,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",I'm Good (Blue),"David Guetta, Bebe Rexha",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 12.,,85,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,11,4uUG5RXrOk84mYEfFvj3cK,85,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 13.,,75,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,12,4cG7HUWYHBV6R6tHn1gxrl,75,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Pumped Up Kicks,"Madism, MKJ, Felix Samuel",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 14.,,64,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,13,3Dzso9Q2WwupEclqgxBZht,64,spotify_playlist,party music,party
,"Party Songs 🥳 2010-2025 Hits 🎉 - Best Party Songs of all time, Biggest Party Hits, Dance Music, Best Party Music, Party Playlist, 2010-2025 hits",Break Your Heart,"Taio Cruz, Ludacris",From Spotify playlist: Party Songs 🥳 2010-2025 Hits 🎉 (curated by Julia Michaels). Position 15.,,68,high,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,spotify,,,,,,Party Songs 🥳 2010-2025 Hits 🎉,5xS3Gi0fA3Uo6RScucyct6,Julia Michaels,14,1CdqVF1ywD0ZO1zXtB9yWa,68,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Monster Mash,"Bobby ""Boris"" Pickett, The Crypt-Kickers",From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 1.,,83,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,0,0xxZY5C9xxij3D1HkzbnfC,83,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Thriller,Michael Jackson,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 2.,,81,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,1,3S2R0EVwBSAVMd5UMgKTL0,81,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Somebody's Watching Me - Single Version,Rockwell,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 3.,,1,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,2,6A4Jc8npNo79BOgsrPptLA,1,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",This Is Halloween,The Citizens of Halloween,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 4.,,81,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,3,01YROQCnF1AQm7SCWJmD2o,81,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",The Addams Family,Andrew Gold,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 5.,,76,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,4,6TZTu1F0gnp8mtzvYZao41,76,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Harry Potter - Trap Remix,"Trap Remix Guys, Trap Remix Guy",From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 6.,,72,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,5,7FD5ZtQ7MAUE7XEbEe0p73,72,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Ghostbusters,Ray Parker Jr.,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 7.,,80,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,6,3m0y8qLoznUYi73SUBP8GI,80,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Ghost Ceremony,"Lucie Cravero, HoKø",From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 8.,,69,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,7,00loo0BtWpUKzj4tgu7XRz,69,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental","Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 9.,,81,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,8,1sUdq3kWa9dJXHu3eYOUll,81,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 10.,,99,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,9,1CPZ5BxNNd0n0nF4Orb9JS,99,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Halloween Theme,"John Carpenter, Cody Carpenter, Daniel Davies",From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 11.,,72,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,10,6Z36wt7oo6xm2uGN00PnTq,72,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Goosebumps Original Theme Song,Jack Lenz,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 12.,,69,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,11,0gs6G0qcP6yXVBntg8PC3L,69,spotify_playlist,party music,party
,"Halloween Playlist 2025🎃 - Halloween Songs - Best Spooky Music Ultimate Playlist👻: Popular hits, classic party songs, =""spotify:playlist:7IxPOLIBWLzNddIihAd2nD"">spooky scary vibes, Autumn Fall,  ghost, lofi costume instrumental",Five Nights at Freddy's,The Newton Brothers,From Spotify playlist: Halloween Playlist 2025🎃 (curated by Holiday Vibes). Position 13.,,69,high,https://open.spotify.com/playlist/2bWtVAl9VX45x9gAUPiVOF,spotify,,,,,,Halloween Playlist 2025🎃,2bWtVAl9VX45x9gAUPiVOF,Holiday Vibes,12,0DdYEWziPqBCMFniUUEF0G,69,spotify_playlist,party music,party
